,word,word_cut
5761,自由振荡,自由振荡i
5762,振荡录波器示波器,振荡v 录v 波器n 示波器n
5763,示波器,示波器n
5764,取样示波器,取样v 示波器n
5765,存储示波器,存储j 示波器n
5766,测量示波器,测量vn 示波器n
5767,观察示波器,观察v 示波器n
5768,卸出工具,卸出v 工具n
5769,主页,主页n
5770,白页,白页n
5771,端对,端v 对p
5772,线对,线n 对p
5773,料筐,料n 筐n
5774,积极故障,积极ad 故障n
5775,消极故障,消极n 故障n
5776,前面板,前面板n
5777,辐射加热板,辐射v 加热v 板ng
5778,水冷板,水冷nr 板ng
5779,伴热板纸,伴热v 板纸n
5780,纤维素纸,纤维素n 纸n
5781,绉纹纸,绉纹n 纸n
5782,棉纸,棉纸n
5783,电解电容器纸,电解n 电容器n 纸n
5784,防脂纸,防脂n 纸n
5785,日本薄纸,日本ns 薄纸n
5786,牛皮纸,牛皮纸n
5787,电容器纸,电容器n 纸n
5788,马尼拉纸,马尼拉nr 纸n
5789,马尼拉混合牛皮纸,马尼拉nr 混合vn 牛皮纸n
5790,云母纸,云母nr 纸n
5791,含胶云母纸,含胶n 云母nr 纸n
5792,平行的,平行n 的uj
5793,矩形的,矩形n 的uj
5794,信息参数参数整定动词,信息n 参数n 参数n 整定b 动词n
5795,防火墙,防火墙n
5796,直接电离粒子,直接ad 电离n 粒子n
5797,基本粒子,基本粒子n
5798,间接电离粒子,间接b 电离n 粒子n
5799,虚部,虚部n
5800,实部,实部n
5801,同时可触及部分间距格距,同时c 可v 触及v 部分n 间距n 格距nz
5802,节距,节距n
5803,基本格距,基本n 格距nz
5804,安装格距,安装v 格距nz
5805,倍数格距,倍数n 格距nz
5806,通电的封线体,通电j 的uj 封线n 体n
5807,双宿主机,双n 宿主机n
5808,堡垒主机,堡垒n 主机b
5809,无源的钝化剂,无源n 的uj 钝化剂n
5810,透水性,透水性n
5811,面板开孔渗滤电穿孔,面板n 开孔v 渗滤v 电穿孔n
5812,诱导期,诱导vn 期n
5813,放射性半衰期,放射性n 半衰期n
5814,周期的形容词,周期t 的uj 形容词n
5815,过程外围设备磁导计,过程n 外围设备n 磁导计n
5816,漏磁导,漏磁导n
5817,互磁导,互磁导n
5818,自磁导,自p 磁导n
5819,磁导,磁导n
5820,电容率,电容n 率v
5821,复电容率,复v 电容n 率v
5822,相对电容率,相对d 电容n 率v
5823,静态电容率交叉互联,静态n 电容n 率v 交叉n 互联v
5824,连续交叉互联,连续a 交叉n 互联v
5825,分段交叉互联,分段n 交叉n 互联v
5826,垂直的,垂直v 的uj
5827,受过培训的人员,受过v 培训vn 的uj 人员n
5828,一般人员,一般a 人员n
5829,熟练技术人员,熟练a 技术人员n
5830,辐射能量损失,辐射v 能量n 损失n
5831,离子对形成平均消耗能,离子n 对p 形成v 平均a 消耗n 能v
5832,额定保温损失,额定b 保温n 损失n
5833,电能损耗,电能n 损耗n
5834,功率损耗,功率n 损耗n
5835,功率损失导流系数,功率n 损失n 导流n 系数n
5836,弱相,弱a 相v
5837,强相,强a 相v
5838,相位相位表,相位v 相位v 表v
5839,空间相量,空间n 相v 量n
5840,压力重叠金云母,压力n 重叠v 金nr 云母nr
5841,光电子,光电子n
5842,光子,光子n
5843,光中子,光n 中子n
5844,辐射物理学,辐射v 物理学n
5845,皮,皮n
5846,燃料电池,燃料电池n
5847,浆糊电池,浆糊n 电池n
5848,锂氧化铜电池,锂nz 氧化铜n 电池n
5849,锌氧化银电池,锌n 氧化银n 电池n
5850,熔融盐电池,熔融n 盐n 电池n
5851,金属空气电池,金属n 空气n 电池n
5852,中性锌空气电池,中性n 锌n 空气n 电池n
5853,碱性锌空气电池,碱性n 锌n 空气n 电池n
5854,碱性锌二氧化锰电池,碱性n 锌n 二氧化锰nz 电池n
5855,锂二氧化锰电池,锂nz 二氧化锰nz 电池n
5856,氯化锌电池,氯化锌nz 电池n
5857,锂亚硫酰氯电池,锂nz 亚硫酰氯nz 电池n
5858,锂二硫化铁电池,锂nz 二硫化铁nz 电池n
5859,锂一氟化碳聚合物电池,锂n 一m 氟化nz 碳n 聚合物l 电池n
5860,纸板电池,纸板n 电池n
5861,韦斯顿电压标准电池,韦斯顿nr 电压n 标准电池n
5862,勒克朗谢电池,勒v 克朗nr 谢v 电池n
5863,圆柱形电池,圆柱形n 电池n
5864,锌碳电池,锌n 碳n 电池n
5865,干电池,干电池n
5866,原电池,原电池n
5867,微调控制,微调n 控制v
5868,耐张线夹,耐张a 线n 夹v
5869,悬挂线夹,悬挂v 线n 夹v
5870,电极夹持器,电极n 夹持v 器n
5871,电极夹头,电极n 夹头n
5872,介子焊枪,介子n 焊枪n
5873,极点配置,极点d 配置v
5874,接触范围,接触v 范围n
5875,电缆密封范围,电缆n 密封ns 范围n
5876,连接板,连接v 板ng
5877,复合物的温度范围,复合物nt 的uj 温度n 范围n
5878,应急计划,应急vn 计划n
5879,基准面,基准面n
5880,对称平面,对称v 平面n
5881,切平面,切v 平面n
5882,平面,平面n
5883,端子座,端子n 座q
5884,袋式极板,袋式n 极板n
5885,结晶器底板,结晶器n 底板n
5886,涂膏式极板,涂膏n 式k 极板n
5887,富尔极板,富尔nr 极板n
5888,烧结式极板,烧结v 式k 极板n
5889,负极板,负极板n
5890,形成式极板,形成v 式k 极板n
5891,正极板,正d 极板n
5892,管式极板,管式n 极板n
5893,极板等离子体,极板n 等离子体n
5894,等离子体增塑剂,等离子体n 增塑剂n
5895,泡沫塑料,泡沫塑料nz
5896,热收缩塑料,热收缩l 塑料n
5897,塑料名词,塑料n 名词n
5898,料盘,料盘v
5899,密封塞,密封ns 塞v
5900,钢包,钢包n
5901,接入点,接入点n
5902,倾点,倾点n
5903,苯胺点,苯胺点n
5904,分支点,分支n 点m
5905,就地控制点,就d 地n 控制点n
5906,计量点,计量n 点m
5907,凝结压力,凝结v 压力n
5908,辅助控制点,辅助vn 控制点n
5909,燃点,燃点n
5910,工作点,工作vn 点m
5911,凝胶点,凝胶n 点m
5912,供电点,供电vn 点m
5913,接端点,接v 端点n
5914,软化温度,软化n 温度n
5915,露点,露点n
5916,相加点,相加v 点m
5917,浊点,浊点n
5918,中间点,中间f 点m
5919,中性点,中性点n
5920,多相中性点,多相d 中性点n
5921,可燃毒物,可燃v 毒物n
5922,核毒物,核n 毒物n
5923,阳极极化,阳极ns 极化n
5924,阴极极化,阴极极化n
5925,电极极化,电极n 极化n
5926,浓差极化,浓差n 极化n
5927,结晶极化,结晶n 极化n
5928,反应极化,反应vn 极化n
5929,活化极化,活化vn 极化n
5930,欧姆极化,欧姆nr 极化n
5931,磁极多氯代苯多氯联苯聚乙烯,磁极n 多氯nz 代苯n 多氯联苯nz 聚乙烯nz
5932,交联聚乙烯,交联j 聚乙烯nz
5933,抗树枝聚乙烯,抗v 树枝n 聚乙烯nz
5934,低电导率聚合物,低a 电导率n 聚合物l
5935,高电导率聚合物,高a 电导率n 聚合物l
5936,等离子体聚合泵浦,等离子体n 聚合v 泵浦nz
5937,猎振,猎振n
5938,桥接器,桥接器n
5939,电桥,电桥n
5940,汤姆逊电桥,汤姆逊nr 电桥n
5941,变压器电桥,变压器n 电桥n
5942,惠斯登电桥,惠nr 斯登nrt 电桥n
5943,便携的,便携b 的uj
5944,手持的,手持v 的uj
5945,腔门,腔q 门n
5946,出渣门,出渣n 门n
5947,用螺纹紧固件固定的门或盖焊钳,用p 螺纹n 紧固件n 固定a 的uj 门n 或c 盖v 焊钳n
5948,门框式监测仪定位器,门框n 式k 监测仪n 定位器n
5949,正电子,正电子n
5950,注量,注量v
5951,能注量,能v 注量v
5952,工艺流,工艺n 流n
5953,绝缘流体,绝缘n 流体n
5954,反应堆冷却剂流态化,反应堆n 冷却剂n 流态化n
5955,通量,通量n
5956,能通量,能v 通量n
5957,磁通链磁通表,磁通n 链n 磁通n 表v
5958,常见问题,常见问题l
5959,平稳随机函数,平稳a 随机d 函数n
5960,随机函数,随机d 函数n
5961,过程控制功能,过程n 控制v 功能n
5962,切换函数,切换v 函数n
5963,费米狄拉克函数,费米nrt 狄拉克nr 函数n
5964,个自变量的函数,个q 自变量l 的uj 函数n
5965,输出函数,输出v 函数n
5966,安全功能,安全an 功能n
5967,描述函数,描述v 函数n
5968,互相关函数,互相d 关v 函数n
5969,单位阶跃函数,单位n 阶跃n 函数n
5970,价值函数,价值n 函数n
5971,泛函,泛v 函n
5972,自动操作,自动vn 操作v
5973,单次扫描,单次d 扫描v
5974,闭环稳定,闭环vn 稳定a
5975,开环稳定,开环ns 稳定a
5976,开路运行,开路n 运行v
5977,短路运行,短路n 运行v
5978,从动运行,从p 动n 运行v
5979,跟踪运行,跟踪v 运行v
5980,并联运行,并联ns 运行v
5981,串联运行,串联ns 运行v
5982,手动操作,手动n 操作v
5983,半自动操作,半自动i 操作v
5984,基波分量,基波n 分量n
5985,啮合力,啮合v 力n
5986,拔出力,拔出v 力n
5987,插入力,插入v 力n
5988,分离力,分离v 力n
5989,气体形成,气体n 形成v
5990,双线性型,双线性b 型k
5991,格林第二公式,格林nr 第二m 公式n
5992,电弧炉,电弧炉n
5993,交流电弧炉,交流n 电弧炉n
5994,直流电弧炉,直流n 电弧炉n
5995,单电极电弧炉,单n 电极n 电弧炉n
5996,真空重熔电弧炉,真空n 重熔n 电弧炉n
5997,直接电弧炉,直接ad 电弧炉n
5998,间接电弧炉,间接b 电弧炉n
5999,埋弧电阻炉,埋v 弧n 电阻炉n
6000,浴炉,浴炉n
6001,电极盐浴炉,电极n 盐n 浴vn 炉n
6002,隔离加热电极盐浴炉,隔离v 加热v 电极n 盐n 浴vn 炉n
6003,非隔离加热电极盐浴炉,非h 隔离v 加热v 电极n 盐n 浴vn 炉n
6004,传送带式炉,传送带n 式k 炉n
6005,箱式炉,箱式n 炉zg
6006,链输送式炉,链n 输送v 式k 炉n
6007,多室炉,多m 室n 炉n
6008,罩式炉,罩式n 炉n
6009,强迫对流炉,强迫a 对流n 炉zg
6010,电极炉,电极n 炉zg
6011,升降式炉,升降式n 炉zg
6012,低热容量炉,低a 热容量n 炉zg
6013,感应炉,感应炉n
6014,沟槽式感应炉,沟槽n 式k 感应炉n
6015,双室沟槽式感应炉,双室n 沟槽n 式k 感应炉n
6016,坩埚式感应炉,坩埚n 式k 感应炉n
6017,双频坩埚式感应炉,双频b 坩埚n 式k 感应炉n
6018,坩埚抬升式感应熔化炉,坩埚n 抬升v 式k 感应v 熔化炉n
6019,冷坩埚感应炉,冷a 坩埚n 感应炉n
6020,坩埚推出式感应炉,坩埚n 推出v 式k 感应炉n
6021,真空感应炉,真空n 感应炉n
6022,流态粒子炉,流态n 粒子n 炉zg
6023,步进式炉,步进式n 炉zg
6024,马弗炉,马弗炉nr
6025,斜底式炉,斜底n 式k 炉n
6026,坩埚式炉,坩埚n 式k 炉n
6027,舀出式炉,舀出n 式k 炉n
6028,红外炉,红外nr 炉zg
6029,电阻炉,电阻炉n
6030,辊底式炉,辊底n 式k 炉n
6031,底开槽式炉,底f 开v 槽式n 炉zg
6032,振底式炉,振v 底式n 炉n
6033,滑底式炉,滑底n 式k 炉n
6034,台车式炉,台q 车式炉nr
6035,转底式炉,转底t 式ng 炉n
6036,转筒式炉,转v 筒式b 炉zg
6037,管式炉,管式n 炉zg
6038,电极玻璃炉,电极n 玻璃n 炉zg
6039,螺旋输送式炉,螺旋n 输送v 式k 炉n
6040,车底式炉,车底n 式k 炉n
6041,倾动式炉,倾动v 式k 炉n
6042,连续式炉,连续式n 炉zg
6043,感应浇注炉,感应v 浇注v 炉zg
6044,感应熔化炉,感应v 熔化炉n
6045,感应保温炉,感应v 保温n 炉zg
6046,非连续式炉,非h 连续式n 炉zg
6047,间歇式炉,间歇式b 炉zg
6048,电解炉,电解炉n
6049,卧式炉,卧式n 炉zg
6050,多区炉,多m 区炉n
6051,摆动式炉,摆动v 式k 炉n
6052,钢包炉,钢包n 炉zg
6053,推送式炉,推送v 式k 炉n
6054,真空炉,真空炉n
6055,热壁真空炉,热壁n 真空炉n
6056,冷壁真空炉,冷壁n 真空炉n
6057,红外真空炉,红外nr 真空炉n
6058,牵引式炉,牵引式nz 炉zg
6059,隧道式炉,隧道n 式k 炉n
6060,立式炉,立式b 炉zg
6061,电力供应商,电力n 供应商n
6062,接入提供方,接入v 提供v 方n
6063,信息提供方,信息n 提供v 方n
6064,内容提供方,内容n 提供v 方n
6065,应用服务提供方,应用服务n 提供v 方n
6066,服务提供方,服务vn 提供v 方n
6067,不计量供电井式炉,不d 计量n 供电vn 井式炉nr
6068,裂变碎片,裂变v 碎片n
6069,相位交越频率,相位v 交越v 频率n
6070,转折频率,转折v 频率n
6071,增益交越频率,增益n 交越v 频率n
6072,拍频,拍频v
6073,参比频率,参比v 频率n
6074,基准基波频率,基准n 基波n 频率n
6075,基波频率,基波n 频率n
6076,谐波频率,谐波n 频率n
6077,间谐波频率,间f 谐波n 频率n
6078,次谐波频率,次q 谐波n 频率n
6079,频率频率计加强层,频率n 频率计n 加强v 层q
6080,泄漏,泄漏v
6081,容许泄漏,容许v 泄漏v
6082,异常泄漏,异常d 泄漏v
6083,辐射泄漏,辐射v 泄漏v
6084,已识别泄漏,已d 识别v 泄漏v
6085,未识别泄漏,未d 识别v 泄漏v
6086,泄漏熔化,泄漏v 熔化v
6087,区域感应熔化,区域n 感应v 熔化v
6088,核聚变,核聚变n
6089,感应熔化,感应v 熔化v
6090,悬浮熔化,悬浮v 熔化v
6091,真空熔化圆管,真空n 熔化v 圆管n
6092,筒体,筒体n
6093,绝缘子主体,绝缘子n 主体n
6094,栅极增益,栅极n 增益n
6095,微分作用增益,微分n 作用v 增益n
6096,反射增益因数,反射v 增益n 因数n
6097,反射增益,反射v 增益n
6098,增殖增益,增殖v 增益n
6099,测量仪表的增益,测量vn 仪表n 的uj 增益n
6100,对数增益护套护套送丝管,对数n 增益n 护套nz 护套nz 送丝v 管vn
6101,隔离套,隔离v 套q
6102,防护套,防护v 套q
6103,内护套,内n 护套nz
6104,皱纹金属护套,皱纹n 金属n 护套nz
6105,多层护套,多层m 护套nz
6106,护套,护套nz
6107,密封容器,密封ns 容器n
6108,电缆隧道滚轮,电缆n 隧道n 滚轮n
6109,电动滚轮,电动n 滚轮n
6110,驱动轮检流计,驱动轮n 检流计n
6111,弦线检流计,弦线n 检流计n
6112,振动检流计,振动vn 检流计n
6113,冲击检流计,冲击vn 检流计n
6114,差值检流计,差值n 检流计n
6115,磁电系检流计,磁电n 系v 检流计n
6116,频率范围,频率n 范围n
6117,细调范围,细调n 范围n
6118,接触件配线范围,接触v 件zg 配线n 范围n
6119,电弧炉炉衬,电弧炉n 炉衬nz
6120,猝灭气体,猝灭v 气体n
6121,保护气体,保护v 气体n
6122,电负性气体,电负性n 气体n
6123,游离气体,游离n 气体n
6124,析气凝胶名词胶凝动词,析vg 气n 凝胶n 名词n 胶凝n 动词n
6125,放射性气溶胶发生器,放射性n 气溶胶n 发生器l
6126,函数发生器,函数n 发生器l
6127,气体发生器,气体n 发生器l
6128,信号发生器,信号n 发生器l
6129,调幅信号发生器,调幅n 信号n 发生器l
6130,调频信号发生器,调频vn 信号n 发生器l
6131,符号发生器,符号n 发生器l
6132,绝对值发生器,绝对值l 发生器l
6133,电极蒸汽发生器,电极n 蒸汽n 发生器l
6134,参比变量发生器,参比v 变量vn 发生器l
6135,时钟发生器,时钟n 发生器l
6136,触点擦动滑道,触点n 擦动l 滑道v
6137,伸缩式滑道,伸缩式b 滑道v
6138,电池外壳,电池n 外壳n
6139,等离子体射流开槽溜槽,等离子体n 射流n 开槽v 溜槽v
6140,流槽,流槽n
6141,温度梯度,温度梯度n
6142,梯度标度尺标志,梯度n 标度n 尺q 标志n
6143,对称交变量,对称v 交v 变量vn
6144,基本量,基本n 量n
6145,导出量,导出v 量n
6146,广延量,广延量nr
6147,脉冲量,脉冲n 量n
6148,积分量,积分ad 量n
6149,强度量,强度量n
6150,序量,序量n
6151,状态图,状态图n
6152,平面图,平面图n
6153,耐热图,耐热a 图n
6154,戈网格,戈nr 网格n
6155,引线框架可燃飞絮,引线n 框架n 可燃v 飞絮n
6156,中子能群,中子n 能群n
6157,聊天组,聊天nz 组zg
6158,安全设备组,安全an 设备组n
6159,辐射防护指南,辐射v 防护v 指南n
6160,感应加热器导轨,感应v 加热器n 导轨n
6161,理想回转器,理想n 回转v 器n
6162,谐波分量,谐波n 分量n
6163,高频,高频b
6164,内容托管,内容n 托管v
6165,气密封的,气n 密封ns 的uj
6166,未带电的,未d 带电v 的uj
6167,排烟罩,排烟v 罩v
6168,钝化绝缘油,钝化v 绝缘油n
6169,加氢绝缘油,加氢v 绝缘油n
6170,抗氧化绝缘油,抗氧化nz 绝缘油n
6171,非抗氧化绝缘油,非h 抗氧化nz 绝缘油n
6172,矿物绝缘油,矿物n 绝缘油n
6173,环烷烃绝缘油,环烷烃n 绝缘油n
6174,石腊烃绝缘油,石腊ns 烃n 绝缘油n
6175,聚烯烃油,聚烯烃n 油n
6176,芳香烃,芳香烃n
6177,微波频率,微波n 频率n
6178,超子回差,超子n 回差v
6179,率表,率v 表v
6180,辨识,辨识v
6181,参数辨识,参数n 辨识v
6182,恒等,恒等a
6183,带厂用电运行,带v 厂用电n 运行v
6184,负载导抗,负载v 导抗v
6185,端接导抗,端接v 导抗v
6186,输出导抗,输出v 导抗v
6187,转移导抗,转移v 导抗v
6188,输入导抗,输入v 导抗v
6189,导抗,导抗v
6190,视在阻抗,视vg 在p 阻抗v
6191,特性阻抗,特性阻抗n
6192,负载阻抗,负载v 阻抗v
6193,电弧炉装置短路阻抗,电弧炉n 装置n 短路n 阻抗v
6194,端接阻抗,端接v 阻抗v
6195,对地阻抗,对p 地n 阻抗v
6196,输出阻抗,输出阻抗n
6197,转移阻抗,转移v 阻抗v
6198,反向转移阻抗,反向v 转移v 阻抗v
6199,影像阻抗,影像vn 阻抗v
6200,累接阻抗,累接v 阻抗v
6201,相对价值浸渍,相对d 价值n 浸渍v
6202,杂质,杂质n
6203,未激活的,未激活i 的uj
6204,不确定度,不d 确定v 度zg
6205,引用不确定度,引用v 不d 确定v 度zg
6206,固有不确定度,固有b 不d 确定v 度zg
6207,相对不确定度,相对d 不d 确定v 度zg
6208,预计运行事件,预计vn 运行v 事件n
6209,非时变的,非h 时变n 的uj
6210,指示器指示器,指示器n 指示器n
6211,工作指示器,工作vn 指示器n
6212,液位指示器,液位n 指示器n
6213,极性指示器,极性n 指示器n
6214,相序指示器,相序a 指示器n
6215,啮合指示标示值,啮合v 指示v 标示v 值n
6216,评估耐热指数,评估vn 耐热a 指数n
6217,相对耐热指数,相对d 耐热a 指数n
6218,折射率,折射率n
6219,相比电痕化指数,相比v 电痕n 化n 指数n
6220,皂化值,皂化n 值n
6221,温度指数,温度n 指数n
6222,耐电痕化指数,耐电nz 痕化n 指数n
6223,相对温度指数,相对d 温度n 指数n
6224,端电感器,端v 电感器n
6225,平滑电感器,平滑a 电感器n
6226,微分电感,微分n 电感n
6227,串联电感,串联ns 电感n
6228,理想电感器,理想n 电感器n
6229,单匝感应器,单匝nr 感应器n
6230,平面感应器,平面n 感应器n
6231,缝式感应器,缝式n 感应器n
6232,内感应器,内n 感应器n
6233,多层感应器,多层m 感应器n
6234,开合式感应器,开v 合式n 感应器n
6235,回形感应器,回形v 感应器n
6236,电感性的设备适配性抑制剂,电n 感性n 的uj 设备vn 适配v 性n 抑制剂nz
6237,安全注入检查,安全an 注入v 检查vn
6238,辐射防护调查,辐射v 防护v 调查vn
6239,随机波动工厂装备,随机d 波动vn 工厂n 装备n
6240,红外装置,红外nr 装置n
6241,电弧炉装置,电弧炉n 装置n
6242,埋弧电阻炉装置,埋v 弧n 电阻炉n 装置n
6243,接地配置,接地v 配置v
6244,燃料冷却设施,燃料n 冷却v 设施n
6245,电热装置,电热n 装置n
6246,直接电阻电热装置,直接ad 电阻n 电热n 装置n
6247,间接电阻电热装置,间接b 电阻n 电热n 装置n
6248,辐射防护仪器,辐射v 防护v 仪器n
6249,核仪器,核n 仪器n
6250,线积分,线n 积分ad
6251,曲面积分,曲面n 积分ad
6252,体积积分,体积n 积分ad
6253,局部放电强度,局部n 放电v 强度n
6254,运行配合,运行v 配合v
6255,电力系统互联,电力系统l 互联v
6256,互连,互连d
6257,过程联结接口,过程n 联结v 接口v
6258,连接器界面,连接器l 界面n
6259,过程接口,过程n 接口v
6260,相位干涉,相位v 干涉v
6261,间谐波分量,间f 谐波n 分量n
6262,互联网,互联网n
6263,网际互连,网际n 互连d
6264,电弧炉操作开关,电弧炉n 操作v 开关v
6265,电弧炉紧急开关,电弧炉n 紧急a 开关v
6266,量程,量程n
6267,半差,半m 差a
6268,测量量程,测量vn 量程n
6269,区间干预动词,区间n 干预v 动词n
6270,内联网临界激励中断时间,内n 联网nz 临界b 激励v 中断ns 时间n
6271,动作延时时间,动作n 延时ns 时间n
6272,释放延时时间,释放v 延时ns 时间n
6273,接地动词,接地v 动词n
6274,过电流保护器,过ug 电流n 保护器n
6275,布线布线系统,布线n 布线n 系统n
6276,电缆槽盒系统,电缆n 槽ng 盒q 系统n
6277,电缆管槽系统,电缆n 管槽n 系统n
6278,电缆隧道,电缆n 隧道n
6279,电缆梯架,电缆n 梯架n
6280,电缆支架,电缆n 支架n
6281,其他设备,其他r 设备vn
6282,配电盘,配电盘n
6283,隔离与连接,隔离v 与p 连接v
6284,人员能力,人员n 能力n
6285,工业用电热能电热能转化一般概念,工业n 用电n 热能n 电热n 能v 转化v 一般a 概念n
6286,热辐射,热辐射nz
6287,电热电加热,电热n 电加热n
6288,中频,中频b
6289,炉料容量,炉料n 容量n
6290,电热设备特征值和应用一般概念,电热n 设备vn 特征值n 和c 应用v 一般a 概念n
6291,电加热器,电n 加热器n
6292,炉料化学气相沉积,炉料n 化学n 气相n 沉积n
6293,物理气相沉积,物理n 气相n 沉积n
6294,蒸镀离子注入,蒸镀v 离子注入n
6295,加热冷却熔化真空熔化,加热v 冷却v 熔化v 真空n 熔化v
6296,精炼流态化重熔盐浴加热,精炼v 流态化n 重a 熔盐n 浴n 加热v
6297,热处理,热处理n
6298,表面热处理,表面n 热处理n
6299,退火淬火淬回火,退火v 淬火vn 淬zg 回火v
6300,回火化学热处理,回火v 化学n 热处理n
6301,阳极阴极底电极,阳极ns 阴极n 底f 电极n
6302,拱顶闸室溜槽流槽,拱顶n 闸室n 溜槽v 流槽n
6303,倾炉系统,倾炉n 系统n
6304,送料器,送料v 器n
6305,结晶器炉罐,结晶器n 炉罐n
6306,坩埚钢包,坩埚钢vn 包v
6307,观察孔气体发生器,观察v 孔nr 气体n 发生器l
6308,炉子升温时间,炉子n 升温v 时间n
6309,炉料加热时间,炉料n 加热v 时间n
6310,熔化时间,熔化v 时间n
6311,装料时间,装料n 时间n
6312,卸料时间,卸料v 时间n
6313,电辐射管,电n 辐射v 管vn
6314,加热电缆,加热v 电缆n
6315,加热元件,加热v 元件n
6316,石墨加热元件,石墨n 加热v 元件n
6317,碳化硅加热元件,碳化硅nz 加热v 元件n
6318,低温加热元件,低温n 加热v 元件n
6319,中温加热元件,中温n 加热v 元件n
6320,高温加热元件,高温n 加热v 元件n
6321,螺线形加热元件,螺线n 形n 加热v 元件n
6322,发针形加热元件,发针n 形n 加热v 元件n
6323,棒状加热元件,棒状n 加热v 元件n
6324,转耙形加热元件,转v 耙n 形v 加热v 元件n
6325,井式炉坩埚式炉,井式炉nr 坩埚n 式k 炉n
6326,马弗,马弗nr
6327,红外辐射,红外nr 辐射v
6328,长波红外辐射,长波ns 红外nr 辐射v
6329,中波红外辐射,中波ns 红外nr 辐射v
6330,短波红外辐射,短波n 红外nr 辐射v
6331,红外加热元件,红外nr 加热v 元件n
6332,灯丝红外发射器定向装置,灯丝n 红外nr 发射器n 定向n 装置n
6333,红外发射器反射器,红外nr 发射器n 反射器n
6334,熔融盐电解,熔融n 盐n 电解n
6335,热电解热电解精炼,热电n 解热v 电解n 精炼v
6336,盐浴,盐n 浴vn
6337,导电渣,导电n 渣nt
6338,电渣重熔,电渣n 重熔n
6339,阳极效应,阳极ns 效应n
6340,电极锅炉,电极n 锅炉n
6341,加热电极,加热v 电极n
6342,重熔电极,重熔n 电极n
6343,启动电极,启动vn 电极n
6344,配对电极电极夹持器,配对v 电极n 电极n 夹持v 器n
6345,电极玻璃炉熔化端,电极n 玻璃n 炉zg 熔化v 端v
6346,熔融盐分解电压,熔融n 盐n 分解v 电压n
6347,摇架排烟弯管,摇架v 排烟v 弯管v
6348,氧枪操纵器,氧枪n 操纵器l
6349,氧燃料烧嘴,氧n 燃料n 烧嘴v
6350,预热器炉顶提升旋开系统,预热器n 炉顶n 提升v 旋开v 系统n
6351,水冷炉顶,水冷nr 炉顶n
6352,倾动系统,倾动v 系统n
6353,电弧炉电极,电弧炉n 电极n
6354,电极臂,电极n 臂n
6355,电极立柱,电极n 立柱nr
6356,涂层电极,涂层n 电极n
6357,连续电极,连续a 电极n
6358,电极驱动滞后时间,电极n 驱动vn 滞后v 时间n
6359,电极调节器,电极n 调节器n
6360,电极接头,电极n 接头v
6361,自焙电极,自p 焙v 电极n
6362,水冷电极,水冷nr 电极n
6363,电弧控制系统,电弧n 控制系统l
6364,挠性电缆,挠性n 电缆n
6365,电弧炉供电电压,电弧炉n 供电vn 电压n
6366,电弧炉大电流线路电抗,电弧炉n 大a 电流n 线路n 电抗vn
6367,电弧炉装置供电线路电抗,电弧炉n 装置n 供电vn 线路n 电抗vn
6368,电弧炉装置结构不平衡,电弧炉n 装置n 结构n 不d 平衡a
6369,电弧偏移,电弧n 偏移v
6370,闪烁感应加热,闪烁v 感应v 加热v
6371,趋肤效应,趋肤效应n
6372,邻近效应,邻近v 效应n
6373,液态金属电磁铸造,液态n 金属n 电磁n 铸造v
6374,箍缩效应,箍v 缩v 效应n
6375,湮没辐射,湮没v 辐射v
6376,轫致辐射,轫致辐射nz
6377,电离辐射,电离辐射nz
6378,单能辐射,单能n 辐射v
6379,核辐射,核辐射n
6380,原辐射,原n 辐射v
6381,次级辐射,次级b 辐射v
6382,连续辐射,连续a 辐射v
6383,反应堆,反应堆n
6384,循环堆,循环vn 堆v
6385,罐式堆,罐式n 堆v
6386,流化堆,流化vn 堆v
6387,谱移堆,谱v 移v 堆v
6388,双循环堆,双循环nr 堆v
6389,沸水堆,沸水n 堆v
6390,重水堆,重水n 堆v
6391,压水堆,压水堆n
6392,一体化堆,一体化l 堆v
6393,高温气冷堆,高温n 气冷z 堆v
6394,超热中子堆,超v 热中子n 堆v
6395,中能中子堆,中f 能v 中子n 堆v
6396,快中子堆,快中子n 堆v
6397,热中子堆,热中子n 堆v
6398,气冷堆,气冷z 堆v
6399,压力管式堆,压力n 管式n 堆v
6400,富集燃料堆,富集v 燃料n 堆v
6401,天然铀堆,天然b 铀n 堆v
6402,钚堆,钚n 堆v
6403,转换堆,转换v 堆v
6404,临界反应堆,临界b 反应堆n
6405,生产堆,生产vn 堆v
6406,动力堆,动力n 堆v
6407,研究堆,研究vn 堆v
6408,实验堆,实验vn 堆v
6409,非均匀堆,非h 均匀a 堆v
6410,均匀堆,均匀a 堆v
6411,次临界反应堆,次q 临界b 反应堆n
6412,超临界反应堆,超临界nz 反应堆n
6413,增殖堆,增殖v 堆v
6414,无功的,无功a 的uj
6415,电抗性的,电n 抗性n 的uj
6416,阳极反应,阳极ns 反应vn
6417,阴极反应,阴极n 反应vn
6418,次临界反应,次q 临界b 反应vn
6419,临界反应,临界b 反应vn
6420,散裂反应,散裂v 反应vn
6421,超临界反应,超临界nz 反应vn
6422,电化学反应,电n 化学反应l
6423,链式核反应,链式n 核反应l
6424,核反应,核反应l
6425,副反应,副反应n
6426,光核反应,光n 核反应l
6427,反应性,反应vn 性n
6428,互易性,互易d 性n
